Number,Name,Infections,Channel,CF,I start,I end,Size
101,g4g_00102.wav,1,0,0.7344007399853885,1,17,343392
200,g4g_00201.wav,1,0,0.7833681292249902,1,20,457229
47,g4g_00048.wav,1,3,1.095123890465231,5,24,402662
225,g4g_00226.wav,1,0,1.3237996510903471,8,25,365030
121,g4g_00122.wav,1,0,0.8976490463991327,12,29,368640
27,g4g_00028.wav,1,2,1.090780598731897,14,30,336384
99,g4g_00100.wav,1,0,0.9241615896574099,16,31,315168
148,g4g_00149.wav,1,1,0.9895343776526353,11,31,439354
127,g4g_00128.wav,1,3,0.9765323538163819,14,32,375379
147,g4g_00148.wav,1,0,0.9779209643873736,16,32,332102
213,g4g_00214.wav,1,2,0.6550879296188774,12,33,444058
196,g4g_00197.wav,1,2,1.2284404777223976,17,33,348096
53,g4g_00054.wav,1,3,0.871639808101911,19,34,315168
156,g4g_00157.wav,1,0,0.9654099499352713,18,34,346214
214,g4g_00215.wav,1,2,1.2368947687163567,20,36,348096
123,g4g_00124.wav,1,1,0.6059996294824016,19,37,375379
19,g4g_00020.wav,1,2,0.800723833283008,15,37,476045
189,g4g_00190.wav,1,2,1.191121009916103,21,37,346214
166,g4g_00167.wav,1,0,0.8724415319947649,22,38,332102
210,g4g_00211.wav,1,2,0.9148226677855633,22,38,342451
70,g4g_00071.wav,1,1,0.7121198121193983,22,38,350918
207,g4g_00208.wav,1,1,0.9505262190857857,20,39,399840
91,g4g_00092.wav,1,0,1.12141438013815,19,39,440294
170,g4g_00171.wav,1,0,0.917669399239404,24,41,355622
49,g4g_00050.wav,1,0,1.1160138589699111,21,41,434432
24,g4g_00025.wav,1,2,0.9702538083659896,23,43,438016
97,g4g_00098.wav,1,1,1.323900391875481,23,44,441235
103,g4g_00104.wav,1,2,1.2209041217549084,23,44,441235
76,g4g_00077.wav,1,2,1.1617077942969403,29,44,326458
50,g4g_00051.wav,1,2,0.9714713565722293,29,45,350918
212,g4g_00213.wav,1,2,1.1998642599290072,26,47,444058
29,g4g_00030.wav,1,0,1.2558614338950473,29,48,397056
31,g4g_00032.wav,1,0,1.0880509664118048,27,48,457472
136,g4g_00137.wav,1,2,0.9271345461606064,33,49,332102
177,g4g_00178.wav,1,0,0.9629650580261542,31,49,380083
64,g4g_00065.wav,1,2,0.9802366126293018,30,49,403603
192,g4g_00193.wav,1,3,1.285562952912046,33,49,344333
102,g4g_00103.wav,1,1,0.842653834343791,29,50,441235
161,g4g_00162.wav,1,0,0.777914764194414,28,50,466637
120,g4g_00121.wav,1,1,1.1882263836744187,33,50,368640
72,g4g_00073.wav,1,0,0.949390370941986,32,50,395136
30,g4g_00031.wav,1,3,1.0266797528949474,30,51,457472
86,g4g_00087.wav,1,0,1.0230106363527307,31,51,440294
35,g4g_00036.wav,1,3,1.4450918871932292,35,51,352800
14,g4g_00015.wav,1,1,1.1102742348550274,35,53,393254
25,g4g_00026.wav,1,2,0.6211041578311719,33,53,438016
222,g4g_00223.wav,1,3,0.8365883837127808,37,54,364090
21,g4g_00022.wav,1,0,1.4505240927004215,38,54,345856
8,g4g_00009.wav,1,3,1.2177674805194632,37,54,374438
33,g4g_00034.wav,1,2,1.1335801702091017,37,55,379648
129,g4g_00130.wav,1,1,0.9385678741205334,35,55,431827
73,g4g_00074.wav,1,3,0.7807927399796057,38,56,395136
28,g4g_00029.wav,1,3,1.2751052622208376,39,58,397056
184,g4g_00185.wav,1,1,0.8355679711045467,41,58,357504
145,g4g_00146.wav,1,0,1.2841157778134507,43,59,332102
146,g4g_00147.wav,1,0,0.9141494533555761,43,59,332102
128,g4g_00129.wav,1,2,1.0010049124051088,39,59,431827
191,g4g_00192.wav,1,1,1.231151797150833,43,59,348096
137,g4g_00138.wav,1,3,0.930317151186149,44,60,332102
140,g4g_00141.wav,1,2,1.2129091402039438,44,60,332102
117,g4g_00118.wav,1,0,0.9272694265898458,45,60,317440
105,g4g_00106.wav,1,3,0.6241879613143937,41,60,414893
119,g4g_00120.wav,1,2,0.9207459636377913,46,60,306176
182,g4g_00183.wav,1,2,0.9599676413164575,47,61,304819
39,g4g_00040.wav,1,0,1.3902523845514334,44,62,379904
55,g4g_00056.wav,1,1,0.8667281260713259,47,62,316109
229,g4g_00230.wav,1,1,0.983011739152498,45,63,384787
81,g4g_00082.wav,1,1,1.070252338613665,48,64,341510
40,g4g_00041.wav,1,3,1.1517771732719746,44,64,434432
88,g4g_00089.wav,1,3,0.9466585506280603,44,64,440294
204,g4g_00205.wav,1,2,1.2238187262772822,48,64,352800
155,g4g_00156.wav,1,3,0.8608171673262563,49,65,332102
65,g4g_00066.wav,1,3,1.435687526215726,47,66,403603
203,g4g_00204.wav,1,0,1.2427417360770956,48,66,387610
5,g4g_00006.wav,1,0,1.3740944520455716,45,66,455347
10,g4g_00011.wav,1,2,0.796331379281702,49,66,373498
160,g4g_00161.wav,1,2,0.9368273411066655,45,67,466637
150,g4g_00151.wav,1,0,1.2061332129494597,52,68,331162
231,g4g_00232.wav,1,3,0.9086646068834663,46,68,463814
139,g4g_00140.wav,1,2,0.7147174890797359,52,68,332102
104,g4g_00105.wav,1,2,1.2278051965927308,49,68,414893
36,g4g_00037.wav,1,3,0.8611670448830029,52,68,352800
217,g4g_00218.wav,1,1,0.8169804975104903,54,69,312346
82,g4g_00083.wav,1,2,0.91567847303216,53,69,341510
69,g4g_00070.wav,1,2,0.7281941877090926,51,69,388550
178,g4g_00179.wav,1,2,1.0765097792397444,53,70,356563
195,g4g_00196.wav,1,3,0.8439607914779165,54,70,347155
162,g4g_00163.wav,1,1,0.9897103070652633,49,71,465696
118,g4g_00119.wav,1,1,1.094758010160464,57,71,306176
94,g4g_00095.wav,1,3,1.1202440790720718,51,72,442176
175,g4g_00176.wav,1,1,1.1719186716687975,55,72,357504
18,g4g_00019.wav,1,3,0.8889596559055637,50,72,476045
37,g4g_00038.wav,1,0,1.3542689001153871,56,72,352800
67,g4g_00068.wav,1,1,1.3971945425300696,52,73,449702
197,g4g_00198.wav,1,1,1.179328557663336,58,74,348096
153,g4g_00154.wav,1,3,0.9905463082845555,59,75,331162
228,g4g_00229.wav,1,0,0.8660938043185625,57,75,384787
74,g4g_00075.wav,1,2,1.21683600866842,57,75,391373
157,g4g_00158.wav,1,0,0.696647357463144,60,76,346214
114,g4g_00115.wav,1,0,1.3491659001135015,59,76,368640
122,g4g_00123.wav,1,3,1.0525868791602444,60,78,375379
167,g4g_00168.wav,1,3,1.157684703236309,62,78,332102
116,g4g_00117.wav,1,0,0.8969770991198437,63,78,317440
113,g4g_00114.wav,1,0,1.1478763919903918,61,78,368640
163,g4g_00164.wav,1,2,1.1079172285483367,57,79,465696
211,g4g_00212.wav,1,1,0.8772523237904026,63,79,342451
17,g4g_00018.wav,1,1,1.0802517446016466,57,79,476045
68,g4g_00069.wav,1,3,1.1023722424466849,61,79,388550
172,g4g_00173.wav,1,0,0.7977856590279385,59,79,439354
164,g4g_00165.wav,1,3,0.8916818889963143,64,80,332102
54,g4g_00055.wav,1,0,1.08892462414228,65,80,316109
194,g4g_00195.wav,1,1,1.0219788600602366,64,80,347155
149,g4g_00150.wav,1,1,1.1553340080978438,60,80,439354
226,g4g_00227.wav,1,2,0.9637448319652746,64,81,359386
16,g4g_00017.wav,1,3,1.0322655019754134,59,81,476045
71,g4g_00072.wav,1,2,1.0081781032478803,65,81,350918
89,g4g_00090.wav,1,2,1.0787584951789362,61,81,440294
168,g4g_00169.wav,1,2,0.8412086721268295,64,81,374438
46,g4g_00047.wav,1,0,1.2749799360672265,63,82,402662
56,g4g_00057.wav,1,1,0.7898584011135713,67,82,316109
209,g4g_00210.wav,1,3,1.03446356386877,67,82,317990
126,g4g_00127.wav,1,0,0.7155575031596285,65,83,375379
66,g4g_00067.wav,1,0,0.9312313891420481,62,83,449702
193,g4g_00194.wav,1,0,1.1013934156408007,67,83,344333
84,g4g_00085.wav,1,2,0.77077007085847,63,83,440294
96,g4g_00097.wav,1,0,1.0567326975008684,63,84,441235
124,g4g_00125.wav,1,3,1.0653846088458248,66,84,375379
180,g4g_00181.wav,1,2,0.7608078868209152,64,84,419597
4,g4g_00005.wav,1,2,1.007609039259666,63,84,455347
134,g4g_00135.wav,1,3,1.063138503771499,69,85,331162
135,g4g_00136.wav,1,3,1.33933584153327,69,85,331162
95,g4g_00096.wav,1,3,0.8892611151419987,64,85,442176
61,g4g_00062.wav,1,2,0.9176834806977829,70,85,314227
218,g4g_00219.wav,1,3,1.3238228512294612,70,85,314227
183,g4g_00184.wav,1,2,0.810025505427624,71,85,304819
13,g4g_00014.wav,1,2,0.6315080211741061,67,86,397018
142,g4g_00143.wav,1,0,1.192031893103036,70,86,332102
32,g4g_00033.wav,1,2,0.7209593277847199,68,86,379648
62,g4g_00063.wav,1,2,0.6200922875676174,64,86,469459
227,g4g_00228.wav,1,1,0.9532185832933007,69,86,359386
83,g4g_00084.wav,1,0,0.6769585603746539,70,86,341510
173,g4g_00174.wav,1,3,1.2224364439471547,66,86,439354
108,g4g_00109.wav,1,0,1.2402730945772888,67,87,422419
216,g4g_00217.wav,1,0,0.9066606956968335,72,87,312346
110,g4g_00111.wav,1,3,1.2494416829343515,71,87,342451
41,g4g_00042.wav,1,1,0.9290734087131409,67,87,434432
93,g4g_00094.wav,1,0,1.283891524398119,67,87,440294
107,g4g_00108.wav,1,0,1.0946529239888747,69,88,397958
179,g4g_00180.wav,1,2,1.4411722734050258,71,88,356563
201,g4g_00202.wav,1,3,1.0331091532221253,67,88,457229
138,g4g_00139.wav,1,2,0.8213127759714905,73,89,332102
152,g4g_00153.wav,1,1,1.2531645644561618,74,90,331162
38,g4g_00039.wav,1,1,0.6571431136495871,72,90,379904
26,g4g_00027.wav,1,3,0.842502983302647,74,90,336384
100,g4g_00101.wav,1,1,1.0442407308014465,74,90,343392
22,g4g_00023.wav,1,0,1.0660589805778482,69,90,455936
115,g4g_00116.wav,1,2,0.6518001298185709,73,90,368640
79,g4g_00080.wav,1,3,0.9209684235378244,75,90,326458
220,g4g_00221.wav,1,1,0.9477260638410768,74,91,364090
85,g4g_00086.wav,1,2,1.0375574041674083,71,91,440294
186,g4g_00187.wav,1,2,0.6619969610743965,75,92,357504
1,g4g_00002.wav,1,2,0.7774195352211493,72,92,431827
158,g4g_00159.wav,1,3,1.223633573874781,72,92,438413
230,g4g_00231.wav,1,1,0.6646266300869192,71,93,463814
154,g4g_00155.wav,1,1,0.6638054412794228,77,93,332102
171,g4g_00172.wav,1,2,0.8518820578082307,76,93,355622
57,g4g_00058.wav,1,3,0.6449631686264102,78,93,316109
48,g4g_00049.wav,1,1,0.9562914686927546,73,93,434432
87,g4g_00088.wav,1,0,1.1208784445724018,73,93,440294
6,g4g_00007.wav,1,3,0.6273475277216902,77,93,352800
12,g4g_00013.wav,1,2,0.8057590490355402,75,94,397018
109,g4g_00110.wav,1,3,1.120219135879712,75,95,422419
198,g4g_00199.wav,1,2,0.8801046477397575,75,95,428299
80,g4g_00081.wav,1,2,0.7851252160069255,79,95,341510
111,g4g_00112.wav,1,1,0.7113264679523195,79,95,342451
0,g4g_00001.wav,1,3,1.0022922784456836,75,95,431827
45,g4g_00046.wav,1,1,1.1007816986122707,80,97,355840
131,g4g_00132.wav,1,0,0.8582234680158136,77,97,431827
176,g4g_00177.wav,1,0,0.6891381813571243,80,98,380083
63,g4g_00064.wav,1,0,0.8987108338967091,78,100,469459
208,g4g_00209.wav,1,0,0.7207781743768035,85,100,317990
141,g4g_00142.wav,1,3,1.165857975293748,85,101,332102
169,g4g_00170.wav,1,2,1.1798987083775587,84,101,374438
130,g4g_00131.wav,1,2,0.6377543465253144,82,102,431827
215,g4g_00216.wav,1,0,1.1567726792757567,87,103,348096
132,g4g_00133.wav,1,2,1.318419014990646,88,104,332102
2,g4g_00003.wav,1,3,0.875221368668827,87,107,431827
144,g4g_00145.wav,1,1,1.23451847008739,92,108,332102
223,g4g_00224.wav,1,2,0.7385036792892714,91,108,364090
77,g4g_00078.wav,1,2,0.8463759787681054,93,108,326458
159,g4g_00160.wav,1,1,1.1091733844410623,89,109,438413
34,g4g_00035.wav,1,2,0.7437027052761679,93,109,352800
15,g4g_00016.wav,1,3,0.9144853956379173,93,111,393254
51,g4g_00052.wav,1,0,0.653621073952301,97,113,350918
174,g4g_00175.wav,1,3,1.4201913661171501,97,114,357504
52,g4g_00053.wav,1,3,1.4906844662559868,103,118,315168
188,g4g_00189.wav,1,0,0.8087238292187251,102,118,346214
190,g4g_00191.wav,1,1,1.1022107874824287,103,119,348096
181,g4g_00182.wav,1,1,1.0973741825136498,100,120,419597
90,g4g_00091.wav,1,0,0.799060180942873,114,134,440294
